Cate,Name,Stat,Nd,Vd,Formula,A0,A1,A2,A3,A4,A5,0.54607,n_e,V_e,0.47999,n_F',0.64385,n_C',0.48613,n_F,0.65627,n_C,,,,,,,,,,,,,,
HIKARI,E-LASFH2,Obso,1.76684,46.804913,Schott,3.05E+00,-1.44E-02,2.48E-02,6.39E-04,-1.05E-05,1.83E-06,,1.770738,46.550,,1.7792594,,1.7627021,,1.778308523,,1.761924511,,,,,,,,,,,,,,
NIKON-HIKARI,E-LASFH2,Obso,1.76684,46.804913,Schott,3.05E+00,-1.44E-02,2.48E-02,6.39E-04,-1.05E-05,1.83E-06,,1.770738,46.550,,1.7792594,,1.7627021,,1.778308523,,1.761924511,,,,,,,,,,,,,,
HOYA,FDS3,Obso,1.7847,26.057653,Schott,3.04E+00,-5.78E-03,4.74E-02,1.54E-04,2.23E-04,8.23E-07,,1.791801,25.856,,1.8080070,,1.7773835,,1.806150928,,1.776036395,,,,,,,,,,,,,,
SUMITA,K-LAFK50T(M),Stan,1.762089,49.548151,Schott,3.04E+00,-1.26E-02,2.35E-02,5.40E-04,3.60E-06,-3.55E-07,,1.765752,49.277,,1.7737397,,1.7581999,,1.772850404,,1.757469382,,,,,,,,,,,,,,
SUMITA,LAFN9,Stan,1.763997,40.294417,Schott,3.03E+00,-1.39E-02,2.36E-02,2.42E-03,-2.56E-04,1.79E-05,,1.768500,40.016,,1.7784821,,1.7592773,,1.777359968,,1.758399295,,,,,,,,,,,,,,
NHG,ZF13,Stan,1.784723,25.766735,Schott,3.02E+00,7.48E-03,5.69E-02,-2.14E-03,5.01E-04,-1.00E-05,,1.791900,25.558,,1.8083264,,1.7773414,,1.806440776,,1.775985355,,,,,,,,,,,,,,
NHG,H-LAF76,Stan,1.762004,40.067599,Schott,3.02E+00,-1.45E-02,2.60E-02,1.53E-03,-1.19E-04,1.03E-05,,1.766519,39.807,,1.7765131,,1.7572573,,1.775389631,,1.756371349,,,,,,,,,,,,,,
HOYA,NBFD5,Obso,1.762001,40.263213,Schott,3.02E+00,-1.16E-02,2.67E-02,1.28E-03,-6.77E-05,6.40E-06,,1.766494,39.980,,1.7764654,,1.7572936,,1.775343304,,1.756417498,,,,,,,,,,,,,,
OHARA,LAM55,Obso,1.762001,40.100947,Schott,3.02E+00,-1.23E-02,2.74E-02,1.10E-03,-5.07E-05,6.46E-06,,1.766510,39.825,,1.7765150,,1.7572683,,1.775388673,,1.756386301,,,,,,,,,,,,,,
HOYA,MP-TAC60-90,Pref,1.755913,51.17522,Schott,3.02E+00,-1.58E-02,2.11E-02,9.56E-04,-7.45E-05,4.36E-06,,1.759434,50.937,,1.7670634,,1.7521543,,1.766216622,,1.751445324,,,,,,,,,,,,,,
HIKARI,E-LAF05,Obso,1.762001,40.107044,Schott,3.02E+00,-1.22E-02,2.80E-02,8.61E-04,-1.40E-05,4.56E-06,,1.766508,39.831,,1.7765128,,1.7572690,,1.775386092,,1.756386598,,,,,,,,,,,,,,
NIKON-HIKARI,E-LAF05,Obso,1.762001,40.107044,Schott,3.02E+00,-1.22E-02,2.80E-02,8.61E-04,-1.40E-05,4.56E-06,,1.766508,39.831,,1.7765128,,1.7572690,,1.775386092,,1.756386598,,,,,,,,,,,,,,
OHARA,LAM54,Obso,1.756998,47.815604,Schott,3.02E+00,-1.58E-02,2.27E-02,9.35E-04,-5.63E-05,4.08E-06,,1.760766,47.564,,1.7689868,,1.7529921,,1.768070415,,1.752238564,,,,,,,,,,,,,,
CDGM,H-LAF6LA,Stan,1.757003,47.713789,Schott,3.02E+00,-1.58E-02,2.28E-02,9.80E-04,-6.87E-05,4.74E-06,,1.760780,47.475,,1.7690071,,1.7529822,,1.768091184,,1.752225449,,,,,,,,,,,,,,
SUMITA,LASKN1,Stan,1.754997,52.349885,Schott,3.02E+00,-1.62E-02,2.05E-02,9.42E-04,-7.52E-05,4.43E-06,,1.758435,52.112,,1.7658762,,1.7513222,,1.765050726,,1.750628377,,,,,,,,,,,,,,
NHG,H-LAF6LB,Stan,1.756993,47.66724,Schott,3.02E+00,-1.46E-02,2.20E-02,1.32E-03,-1.21E-04,7.31E-06,,1.760777,47.418,,1.7690207,,1.7529765,,1.768103286,,1.752222251,,,,,,,,,,,,,,
NHG,H-LAK53A,Stan,1.754998,52.309243,Schott,3.02E+00,-1.58E-02,2.09E-02,8.47E-04,-6.18E-05,3.65E-06,,1.758439,52.073,,1.7658852,,1.7513202,,1.765059328,,1.750625743,,,,,,,,,,,,,,
CDGM,H-LAF55,Stan,1.762004,40.106913,Schott,3.02E+00,-1.05E-02,2.89E-02,6.97E-04,6.36E-06,2.82E-06,,1.766514,39.837,,1.7765099,,1.7572687,,1.775385712,,1.756386079,,,,,,,,,,,,,,
HOYA,TAC6,Spec,1.755,52.322848,Schott,3.02E+00,-1.54E-02,2.15E-02,6.46E-04,-3.24E-05,2.08E-06,,1.758439,52.086,,1.7658839,,1.7513226,,1.765057966,,1.750628104,,,,,,,,,,,,,,
NHG,H-LAK53,Obso,1.755,52.322848,Schott,3.02E+00,-1.54E-02,2.15E-02,6.46E-04,-3.24E-05,2.08E-06,,1.758439,52.086,,1.7658839,,1.7513226,,1.765057966,,1.750628104,,,,,,,,,,,,,,
OHARA,YGH51,Obso,1.754998,52.326713,Schott,3.02E+00,-1.54E-02,2.18E-02,5.40E-04,-1.38E-05,9.99E-07,,1.758437,52.088,,1.7658828,,1.7513220,,1.76505635,,1.750627583,,,,,,,,,,,,,,
HOYA,M-TAC60,Pref,1.755014,51.15751,Schott,3.02E+00,-1.58E-02,2.11E-02,9.31E-04,-6.94E-05,4.03E-06,,1.758532,50.918,,1.7661564,,1.7512594,,1.765310063,,1.750551218,,,,,,,,,,,,,,
SUMITA,K-LASKN1,Stan,1.755,52.359843,Schott,3.02E+00,-1.51E-02,2.20E-02,5.21E-04,-1.87E-05,1.64E-06,,1.758437,52.126,,1.7658735,,1.7513235,,1.765048481,,1.750628805,,,,,,,,,,,,,,
HIKARI,E-LASKH2,Obso,1.754999,52.314919,Schott,3.02E+00,-1.50E-02,2.21E-02,4.77E-04,-9.36E-06,9.64E-07,,1.758439,52.080,,1.7658830,,1.7513200,,1.765056984,,1.750624953,,,,,,,,,,,,,,
NIKON-HIKARI,E-LASKH2,Obso,1.754999,52.314919,Schott,3.02E+00,-1.50E-02,2.21E-02,4.77E-04,-9.36E-06,9.64E-07,,1.758439,52.080,,1.7658830,,1.7513200,,1.765056984,,1.750624953,,,,,,,,,,,,,,
HOYA,NBF2,Obso,1.756999,47.712499,Schott,3.02E+00,-1.36E-02,2.41E-02,5.95E-04,-1.21E-05,1.44E-06,,1.760777,47.465,,1.7690114,,1.7529834,,1.768094341,,1.752228245,,,,,,,,,,,,,,
NHG,H-LAF6L,Obso,1.756999,47.712491,Schott,3.02E+00,-1.36E-02,2.41E-02,5.95E-04,-1.21E-05,1.44E-06,,1.760777,47.465,,1.7690113,,1.7529833,,1.768094256,,1.752228159,,,,,,,,,,,,,,
HIKARI,E-LAF04,Obso,1.756998,47.826989,Schott,3.02E+00,-1.42E-02,2.51E-02,1.96E-04,4.35E-05,-7.86E-07,,1.760764,47.583,,1.7689757,,1.7529875,,1.76805999,,1.752231902,,,,,,,,,,,,,,
NIKON-HIKARI,E-LAF04,Obso,1.756998,47.826989,Schott,3.02E+00,-1.42E-02,2.51E-02,1.96E-04,4.35E-05,-7.86E-07,,1.760764,47.583,,1.7689757,,1.7529875,,1.76805999,,1.752231902,,,,,,,,,,,,,,
CDGM,H-LAK53B,Stan,1.754998,52.337421,Schott,3.02E+00,-1.45E-02,2.29E-02,2.17E-04,2.73E-05,-9.81E-07,,1.758436,52.105,,1.7658750,,1.7513191,,1.765049546,,1.750623733,,,,,,,,,,,,,,
CDGM,H-LAK53A,Obso,1.755002,52.329298,Schott,3.01E+00,-1.37E-02,2.41E-02,-1.68E-04,8.27E-05,-3.78E-06,,1.758439,52.096,,1.7658806,,1.7513220,,1.765054225,,1.750626101,,,,,,,,,,,,,,
SUMITA,K-VC82,Stan,1.755502,45.594906,Schott,3.01E+00,-1.44E-02,2.50E-02,6.53E-04,-1.75E-05,2.64E-06,,1.759444,45.354,,1.7680602,,1.7513153,,1.767098607,,1.750528479,,,,,,,,,,,,,,
SUMITA,LAFN8,Stan,1.756001,47.570988,Schott,3.01E+00,-1.11E-02,2.67E-02,-8.97E-05,7.26E-05,-2.25E-06,,1.759784,47.328,,1.7680290,,1.7519753,,1.767110354,,1.751218049,,,,,,,,,,,,,,
SUMITA,VC81,Stan,1.755121,45.597715,Schott,3.00E+00,-1.31E-02,2.71E-02,1.30E-05,7.08E-05,-2.14E-06,,1.759061,45.369,,1.7676597,,1.7509287,,1.766700562,,1.75013981,,,,,,,,,,,,,,
CDGM,ZF12,Stan,1.761822,26.555686,Schott,3.00E+00,-1.66E-02,2.57E-02,6.70E-03,-8.37E-04,6.26E-05,,1.768602,26.350,,1.7840215,,1.7548520,,1.782261236,,1.753573016,,,,,,,,,,,,,,
SUMITA,K-VC82(M),Stan,1.750282,45.371161,Schott,2.99E+00,-1.44E-02,2.47E-02,7.16E-04,-2.79E-05,3.23E-06,,1.754216,45.132,,1.7628156,,1.7461043,,1.761856013,,1.745319218,,,,,,,,,,,,,,
NHG,H-LAK3,Stan,1.746927,50.920218,Schott,2.99E+00,-1.54E-02,2.14E-02,7.35E-04,-3.81E-05,2.29E-06,,1.750422,50.679,,1.7580039,,1.7431966,,1.757161753,,1.742492957,,,,,,,,,,,,,,
CDGM,H-ZF12,Stan,1.761823,26.613203,Schott,2.99E+00,-1.56E-02,3.26E-02,4.08E-03,-4.24E-04,4.04E-05,,1.768576,26.402,,1.7839784,,1.7548682,,1.782214258,,1.753587978,,,,,,,,,,,,,,
HOYA,NBFD6,Obso,1.756702,36.345258,Schott,2.99E+00,-7.12E-03,3.32E-02,2.05E-04,9.23E-05,2.44E-07,,1.761635,36.080,,1.7726596,,1.7515497,,1.771413202,,1.750593031,,,,,,,,,,,,,,
HIKARI,SF4,Obso,1.7552,27.641217,Schott,2.99E+00,-3.04E-02,2.38E-02,5.10E-03,-4.38E-04,3.03E-05,,1.761647,27.433,,1.7763026,,1.7485388,,1.774629792,,1.747307792,,,,,,,,,,,,,,
NIKON-HIKARI,SF4,Obso,1.7552,27.641217,Schott,2.99E+00,-3.04E-02,2.38E-02,5.10E-03,-4.38E-04,3.03E-05,,1.761647,27.433,,1.7763026,,1.7485388,,1.774629792,,1.747307792,,,,,,,,,,,,,,
HOYA,FDS5,Obso,1.761804,26.914901,Schott,2.99E+00,-1.26E-02,3.35E-02,3.66E-03,-3.33E-04,3.07E-05,,1.768488,26.705,,1.7836987,,1.7549219,,1.781961303,,1.753656645,,,,,,,,,,,,,,
SUMITA,K-GIR140,Stan,1.751064,43.079302,Schott,2.99E+00,-6.59E-03,2.64E-02,8.47E-04,-3.25E-05,3.19E-06,,1.755210,42.781,,1.7643689,,1.7467159,,1.763342323,,1.745907596,,,,,,,,,,,,,,
HOYA,FD140,Stan,1.761818,26.60903,Schott,2.99E+00,-1.42E-02,3.55E-02,2.85E-03,-1.90E-04,2.43E-05,,1.768568,26.394,,1.7839895,,1.7548704,,1.782222215,,1.753591645,,,,,,,,,,,,,,
HIKARI,E-LAF11,Obso,1.75692,31.591329,Schott,2.99E+00,-1.29E-02,3.13E-02,2.17E-03,-1.63E-04,1.82E-05,,1.762585,31.348,,1.7753684,,1.7510416,,1.773914459,,1.749954307,,,,,,,,,,,,,,
NIKON-HIKARI,E-LAF11,Obso,1.75692,31.591329,Schott,2.99E+00,-1.29E-02,3.13E-02,2.17E-03,-1.63E-04,1.82E-05,,1.762585,31.348,,1.7753684,,1.7510416,,1.773914459,,1.749954307,,,,,,,,,,,,,,
CDGM,H-LAFL5,Stan,1.753671,37.495125,Schott,2.98E+00,-1.13E-02,3.10E-02,4.32E-04,4.82E-05,2.95E-06,,1.758435,37.238,,1.7690419,,1.7486747,,1.767844223,,1.747743375,,,,,,,,,,,,,,
SUMITA,SF14,Stan,1.761817,26.5188,Schott,2.98E+00,-1.24E-02,3.51E-02,3.21E-03,-2.62E-04,2.91E-05,,1.768592,26.303,,1.7840722,,1.7548511,,1.78229855,,1.753570596,,,,,,,,,,,,,,
SUMITA,LAFN12,Stan,1.756897,31.670589,Schott,2.98E+00,-1.22E-02,3.23E-02,1.79E-03,-1.07E-04,1.56E-05,,1.762546,31.422,,1.7753044,,1.7510367,,1.773851904,,1.749952433,,,,,,,,,,,,,,
HIKARI,E-SF14,Obso,1.76182,26.556301,Schott,2.98E+00,-1.29E-02,3.56E-02,2.97E-03,-2.23E-04,2.67E-05,,1.768585,26.342,,1.7840358,,1.7548587,,1.782265683,,1.753578195,,,,,,,,,,,,,,
NIKON-HIKARI,E-SF14,Obso,1.76182,26.556301,Schott,2.98E+00,-1.29E-02,3.56E-02,2.97E-03,-2.23E-04,2.67E-05,,1.768585,26.342,,1.7840358,,1.7548587,,1.782265683,,1.753578195,,,,,,,,,,,,,,
HIKARI,SF14,Obso,1.76182,26.556302,Schott,2.98E+00,-1.29E-02,3.56E-02,2.97E-03,-2.23E-04,2.67E-05,,1.768585,26.342,,1.7840358,,1.7548587,,1.782265638,,1.753578152,,,,,,,,,,,,,,
NIKON-HIKARI,SF14,Obso,1.76182,26.556302,Schott,2.98E+00,-1.29E-02,3.56E-02,2.97E-03,-2.23E-04,2.67E-05,,1.768585,26.342,,1.7840358,,1.7548587,,1.782265638,,1.753578152,,,,,,,,,,,,,,
OHARA,PBH14W,Obso,1.761819,26.553651,Schott,2.98E+00,-1.20E-02,3.52E-02,3.18E-03,-2.53E-04,2.78E-05,,1.768587,26.339,,1.7840386,,1.7548585,,1.782269526,,1.753579218,Transmittance,,,,,,,,,,,,,
OHARA,PBH14,Obso,1.761819,26.553651,Schott,2.98E+00,-1.20E-02,3.52E-02,3.18E-03,-2.53E-04,2.78E-05,,1.768587,26.339,,1.7840386,,1.7548585,,1.782269526,,1.753579218,,,,,,,,,,,,,,
CDGM,H-LAK3,Stan,1.746934,51.008591,Schott,2.98E+00,-1.23E-02,2.56E-02,-5.71E-04,1.48E-04,-7.55E-06,,1.750422,50.775,,1.7579839,,1.7432045,,1.757143203,,1.742499675,,,,,,,,,,,,,,
OHARA,PBH25W,Obso,1.761797,27.107726,Schott,2.98E+00,-1.04E-02,3.63E-02,2.62E-03,-1.75E-04,2.13E-05,,1.768433,26.897,,1.7835304,,1.7549606,,1.781805866,,1.753702774,,,,,,,,,,,,,,
OHARA,PBH25,Obso,1.761797,27.107724,Schott,2.98E+00,-1.04E-02,3.63E-02,2.62E-03,-1.75E-04,2.13E-05,,1.768433,26.897,,1.7835303,,1.7549605,,1.781805777,,1.753702686,,,,,,,,,,,,,,
OHARA,TIH14,Obso,1.761821,26.517966,Schott,2.98E+00,-1.31E-02,3.67E-02,2.55E-03,-1.56E-04,2.36E-05,,1.768592,26.302,,1.7840729,,1.7548514,,1.782297604,,1.753568618,,,,,,,,,,,,,,
HOYA,NBFD9,Obso,1.756898,31.798532,Schott,2.98E+00,-1.15E-02,3.28E-02,1.64E-03,-7.37E-05,1.07E-05,,1.762532,31.567,,1.7751974,,1.7510417,,1.773760821,,1.749957493,,,,,,,,,,,,,,
CORNING,D62-27,Stan,1.761802,26.90455,Schott,2.98E+00,-1.05E-02,3.70E-02,2.63E-03,-1.95E-04,2.37E-05,,1.768489,26.701,,1.7836868,,1.7549055,,1.781951169,,1.753635674,,,,,,,,,,,,,,
LZOS,LZ_CTK19,Stan,1.744126,50.259344,Schott,2.98E+00,-1.54E-02,1.90E-02,1.89E-03,-2.49E-04,1.55E-05,,1.747661,50.042,,1.7552947,,1.7403541,,1.754449496,,1.739643538,,,,,,,,,,,,,,
NHG,H-ZF12,Stan,1.761821,26.619569,Schott,2.98E+00,-1.22E-02,3.91E-02,1.61E-03,1.39E-06,1.35E-05,,1.768565,26.404,,1.7839827,,1.7548749,,1.782214596,,1.753595237,,,,,,,,,,,,,,
SUMITA,K-SFLD14,Stan,1.761821,26.50612,Schott,2.98E+00,-1.19E-02,3.96E-02,1.49E-03,1.94E-05,1.27E-05,,1.768593,26.291,,1.7840810,,1.7548471,,1.782304322,,1.753562478,,,,,,,,,,,,,,
LZOS,LZ_CTK9,Stan,1.74251,49.951318,Schott,2.98E+00,-1.55E-02,1.76E-02,2.38E-03,-3.13E-04,1.81E-05,,1.746060,49.732,,1.7537282,,1.7387266,,1.752880224,,1.738015332,,,,,,,,,,,,,,
NHG,ZF12,Obso,1.761815,26.525549,Schott,2.98E+00,-6.74E-03,3.88E-02,2.42E-03,-1.90E-04,2.74E-05,,1.768590,26.311,,1.7840574,,1.7548455,,1.782285547,,1.753565,,,,,,,,,,,,,,
NHG,H-LAF53,Stan,1.743292,49.189046,Schott,2.98E+00,-1.47E-02,2.08E-02,1.21E-03,-1.09E-04,6.48E-06,,1.746893,48.940,,1.7547235,,1.7394620,,1.753852901,,1.738741743,,,,,,,,,,,,,,
HOYA,NBF1,Stan,1.743299,49.221598,Schott,2.98E+00,-1.46E-02,2.11E-02,1.20E-03,-1.19E-04,7.34E-06,,1.746900,48.989,,1.7547099,,1.7394636,,1.75384283,,1.738741516,,,,,,,,,,,,,,
HOYA,MP-NBF1,Spec,1.7433,49.325889,Schott,2.98E+00,-1.43E-02,2.14E-02,9.76E-04,-6.98E-05,4.11E-06,,1.746890,49.071,,1.7547030,,1.7394824,,1.753833913,,1.738764518,,,,,,,,,,,,,,
HOYA,MC-NBF1,Spec,1.7433,49.325889,Schott,2.98E+00,-1.43E-02,2.14E-02,9.76E-04,-6.98E-05,4.11E-06,,1.746890,49.071,,1.7547030,,1.7394824,,1.753833913,,1.738764518,,,,,,,,,,,,,,
HOYA,M-NBF1,Spec,1.7433,49.325889,Schott,2.98E+00,-1.43E-02,2.14E-02,9.76E-04,-6.98E-05,4.11E-06,,1.746890,49.071,,1.7547030,,1.7394824,,1.753833913,,1.738764518,,,,,,,,,,,,,,
SUMITA,K-LAFN5,Stan,1.742996,49.230408,Schott,2.97E+00,-1.55E-02,2.17E-02,7.91E-04,-3.51E-05,2.12E-06,,1.746589,48.981,,1.7544123,,1.7391698,,1.753541628,,1.738449178,,,,,,,,,,,,,,
OHARA,LAM60,Obso,1.743198,49.309053,Schott,2.97E+00,-1.49E-02,2.21E-02,7.49E-04,-4.21E-05,3.10E-06,,1.746788,49.068,,1.7545913,,1.7393717,,1.753723321,,1.738650852,,,,,,,,,,,,,,
NHG,H-LAK61,Stan,1.740993,52.644106,Schott,2.97E+00,-1.52E-02,1.93E-02,1.22E-03,-1.28E-04,7.52E-06,,1.744350,52.408,,1.7516078,,1.7374049,,1.750803725,,1.736728001,,,,,,,,,,,,,,
CDGM,D-LAF53,Stan,1.743306,49.335808,Schott,2.97E+00,-1.33E-02,2.36E-02,3.19E-04,1.70E-05,-8.97E-08,,1.746895,49.096,,1.7546931,,1.7394802,,1.75382577,,1.73875928,,,,,,,,,,,,,,
HIKARI,E-LAK011,Obso,1.741,52.672087,Schott,2.97E+00,-1.52E-02,2.02E-02,8.75E-04,-7.67E-05,4.85E-06,,1.744355,52.441,,1.7516055,,1.7374113,,1.750801794,,1.736733408,,,,,,,,,,,,,,
NIKON-HIKARI,E-LAK011,Obso,1.741,52.672087,Schott,2.97E+00,-1.52E-02,2.02E-02,8.75E-04,-7.67E-05,4.85E-06,,1.744355,52.441,,1.7516055,,1.7374113,,1.750801794,,1.736733408,,,,,,,,,,,,,,
HIKARI,LAK011,Obso,1.741,52.672067,Schott,2.97E+00,-1.52E-02,2.02E-02,8.75E-04,-7.67E-05,4.85E-06,,1.744354,52.441,,1.7516054,,1.7374112,,1.75080168,,1.73673329,,,,,,,,,,,,,,
NIKON-HIKARI,LAK011,Obso,1.741,52.672067,Schott,2.97E+00,-1.52E-02,2.02E-02,8.75E-04,-7.67E-05,4.85E-06,,1.744354,52.441,,1.7516054,,1.7374112,,1.75080168,,1.73673329,,,,,,,,,,,,,,
HOYA,TAC2,Spec,1.740997,52.602013,Schott,2.97E+00,-1.50E-02,2.02E-02,9.41E-04,-8.86E-05,5.32E-06,,1.744357,52.376,,1.7516134,,1.7374016,,1.750809794,,1.736722728,,,,,,,,,,,,,,
SUMITA,K-LAKN14,Stan,1.741001,52.67333,Schott,2.97E+00,-1.50E-02,2.07E-02,6.82E-04,-4.59E-05,3.02E-06,,1.744355,52.443,,1.7516046,,1.7374111,,1.750800876,,1.736732812,,,,,,,,,,,,,,
HOYA,FD14,Obso,1.761823,26.552048,Schott,2.97E+00,-5.88E-03,4.41E-02,3.32E-04,1.67E-04,4.53E-06,,1.768587,26.341,,1.7840313,,1.7548529,,1.782261517,,1.753569316,,,,,,,,,,,,,,
OHARA,LAL61,Obso,1.740999,52.648747,Schott,2.97E+00,-1.51E-02,2.15E-02,3.86E-04,4.13E-06,1.09E-07,,1.744353,52.417,,1.7516084,,1.7374078,,1.75080341,,1.736728814,,,,,,,,,,,,,,
HOYA,E-LAF7,Spec,1.7495,35.040586,Schott,2.97E+00,-1.33E-02,2.84E-02,1.77E-03,-1.25E-04,1.40E-05,,1.754562,34.773,,1.7659245,,1.7442249,,1.764636021,,1.743246181,,,,,,,,,,,,,,
SUMITA,LAFN5,Stan,1.742999,49.215499,Schott,2.97E+00,-1.18E-02,2.42E-02,1.61E-04,4.12E-05,-1.22E-06,,1.746593,48.958,,1.7544245,,1.7391746,,1.753552234,,1.738455152,,,,,,,,,,,,,,
NHG,H-LAF55,Stan,1.749505,35.336343,Schott,2.97E+00,-1.33E-02,2.93E-02,1.51E-03,-9.12E-05,9.40E-06,,1.754536,35.106,,1.7657314,,1.7442381,,1.764469111,,1.74325816,,,,,,,,,,,,,,
NHG,D-LAF743,Stan,1.742187,49.447754,Schott,2.97E+00,-1.33E-02,2.30E-02,4.43E-04,2.37E-06,4.64E-07,,1.745762,49.202,,1.7535354,,1.7383782,,1.752670734,,1.737660993,,,,,,,,,,,,,,
SUMITA,K-LAF2,Stan,1.744004,44.84384,Schott,2.97E+00,-1.24E-02,2.42E-02,8.71E-04,-4.42E-05,4.47E-06,,1.747948,44.569,,1.7566188,,1.7398369,,1.755648173,,1.73905692,,,,,,,,,,,,,,
SUMITA,LAKN14,Stan,1.740998,52.646013,Schott,2.97E+00,-1.39E-02,2.22E-02,2.08E-04,2.50E-05,-8.22E-07,,1.744353,52.413,,1.7516092,,1.7374075,,1.750804157,,1.736728836,,,,,,,,,,,,,,
CDGM,H-LAK61,Stan,1.740999,52.676196,Schott,2.97E+00,-1.37E-02,2.25E-02,1.30E-04,3.52E-05,-1.35E-06,,1.744352,52.444,,1.7516028,,1.7374096,,1.750798295,,1.736731025,,,,,,,,,,,,,,
SUMITA,LAF2,Stan,1.744004,44.842285,Schott,2.97E+00,-1.21E-02,2.45E-02,7.91E-04,-3.40E-05,3.99E-06,,1.747948,44.568,,1.7566183,,1.7398362,,1.755647778,,1.739055949,,,,,,,,,,,,,,
HIKARI,E-LAF2,Obso,1.743997,44.786312,Schott,2.97E+00,-1.16E-02,2.45E-02,7.76E-04,-2.44E-05,3.02E-06,,1.747946,44.504,,1.7566362,,1.7398300,,1.755663095,,1.739050677,,,,,,,,,,,,,,
NIKON-HIKARI,E-LAF2,Obso,1.743997,44.786312,Schott,2.97E+00,-1.16E-02,2.45E-02,7.76E-04,-2.44E-05,3.02E-06,,1.747946,44.504,,1.7566362,,1.7398300,,1.755663095,,1.739050677,,,,,,,,,,,,,,
HOYA,FD4,Obso,1.755199,27.530242,Schott,2.97E+00,-1.33E-02,3.18E-02,3.70E-03,-3.39E-04,2.91E-05,,1.761681,27.319,,1.7763988,,1.7485176,,1.774720485,,1.747288396,,,,,,,,,,,,,,
NHG,H-LAF4,Stan,1.7495,35.011465,Schott,2.97E+00,-1.24E-02,2.96E-02,1.42E-03,-7.05E-05,9.47E-06,,1.754571,34.759,,1.7659166,,1.7442079,,1.764632869,,1.743225242,,,,,,,,,,,,,,
OHARA,LAM2,Obso,1.743997,44.787528,Schott,2.97E+00,-1.13E-02,2.48E-02,6.78E-04,-1.03E-05,2.20E-06,,1.747946,44.506,,1.7566350,,1.7398297,,1.755662104,,1.739050133,,,,,,,,,,,,,,
NHG,H-LAF3B,Stan,1.744,44.892639,Schott,2.97E+00,-1.07E-02,2.47E-02,7.96E-04,-3.50E-05,3.36E-06,,1.747943,44.619,,1.7566006,,1.7398378,,1.755632588,,1.739059449,,,,,,,,,,,,,,
CDGM,H-LAF53,Pref,1.743305,49.238028,Schott,2.97E+00,-1.09E-02,2.65E-02,-5.16E-04,1.24E-04,-5.16E-06,,1.746900,49.010,,1.7547037,,1.7394640,,1.753835722,,1.738739341,,,,,,,,,,,,,,
SUMITA,LAF70,Stan,1.749498,35.002726,Schott,2.97E+00,-1.30E-02,3.06E-02,1.14E-03,-3.37E-05,6.97E-06,,1.754573,34.769,,1.7658898,,1.7441871,,1.764611773,,1.743198843,,,,,,,,,,,,,,
CORNING,D44-45,Stan,1.744001,44.818533,Schott,2.97E+00,-1.27E-02,2.61E-02,2.19E-04,4.99E-05,-6.48E-07,,1.747947,44.565,,1.7566014,,1.7398180,,1.755633241,,1.73903268,,,,,,,,,,,,,,
HOYA,E-FD4,Stan,1.7552,27.530477,Schott,2.97E+00,-1.40E-02,3.35E-02,3.07E-03,-2.67E-04,2.90E-05,,1.761672,27.312,,1.7764118,,1.7485238,,1.774725554,,1.747293663,,,,,,,,,,,,,,
HOYA,LAF20,Obso,1.744,44.872914,Schott,2.97E+00,-1.19E-02,2.61E-02,2.58E-04,4.52E-05,-7.65E-07,,1.747942,44.616,,1.7565880,,1.7398240,,1.755621167,,1.739040753,,,,,,,,,,,,,,
HIKARI,LAF2,Obso,1.744,45.009021,Schott,2.97E+00,-1.18E-02,2.66E-02,7.17E-05,6.76E-05,-1.70E-06,,1.747930,44.757,,1.7565434,,1.7398325,,1.755580382,,1.739050103,,,,,,,,,,,,,,
NIKON-HIKARI,LAF2,Obso,1.744,45.009021,Schott,2.97E+00,-1.18E-02,2.66E-02,7.17E-05,6.76E-05,-1.70E-06,,1.747930,44.757,,1.7565434,,1.7398325,,1.755580382,,1.739050103,,,,,,,,,,,,,,
HIKARI,E-LAF7,Obso,1.749497,35.281419,Schott,2.97E+00,-1.09E-02,3.14E-02,7.03E-04,4.43E-05,2.65E-06,,1.754527,35.022,,1.7657922,,1.7442478,,1.76451666,,1.743272911,,,,,,,,,,,,,,
NIKON-HIKARI,E-LAF7,Obso,1.749497,35.281419,Schott,2.97E+00,-1.09E-02,3.14E-02,7.03E-04,4.43E-05,2.65E-06,,1.754527,35.022,,1.7657922,,1.7442478,,1.76451666,,1.743272911,,,,,,,,,,,,,,
HOYA,LAF7,Obso,1.749497,35.042695,Schott,2.97E+00,-9.42E-03,2.93E-02,2.03E-03,-2.20E-04,1.97E-05,,1.754572,34.807,,1.7658719,,1.7441932,,1.764597509,,1.743209055,,,,,,,,,,,,,,
HOYA,LAF2,Stan,1.744001,44.899072,Schott,2.97E+00,-9.66E-03,2.60E-02,3.67E-04,2.82E-05,-1.37E-07,,1.747943,44.626,,1.7565989,,1.7398388,,1.755630892,,1.7390601,,,,,,,,,,,,,,
NHG,H-LAF3A,Obso,1.744001,44.899073,Schott,2.97E+00,-9.66E-03,2.60E-02,3.67E-04,2.82E-05,-1.37E-07,,1.747943,44.626,,1.7565989,,1.7398388,,1.755630893,,1.7390601,,,,,,,,,,,,,,
NHG,H-LAF3,Obso,1.744001,44.899073,Schott,2.97E+00,-9.66E-03,2.60E-02,3.67E-04,2.82E-05,-1.37E-07,,1.747943,44.626,,1.7565989,,1.7398388,,1.755630893,,1.7390601,,,,,,,,,,,,,,
